WellIndex,Por,LogPerm,AI,Brittle,TOC,VR,Latitude,Longitude,Production
666,16.76,1.55,2.16,23.75,1.42,1.48,77.0099,16.8956,795.3386937
667,18.65,2.02,2.92,65.65,1.11,2.03,40.4983,31.717,2849.638856
668,16.63,1.41,2.83,39.39,1.55,2.32,35.8889,28.8631,2934.577446
669,9.98,0.93,4.11,66.51,0.17,2.5,43.8372,36.3168,703.2805988
670,15.44,1.73,2.61,65.58,1.16,2.02,90.0,27.1636,1804.383919
671,8.81,0.57,3.4,52.81,0.71,2.21,39.2647,50.1307,1121.053597
672,16.8,1.77,3.24,71.1,1.17,2.31,37.0421,40.2757,1381.933964
673,16.78,1.5,2.19,59.16,0.82,1.37,41.8329,36.16,3045.528652
674,15.64,1.36,3.53,30.61,0.86,2.17,37.3712,42.4377,1325.003212
675,17.51,1.61,3.08,37.76,1.37,2.11,41.2525,31.2102,3030.655711
676,18.61,1.93,2.74,29.42,1.67,2.03,44.248,59.4086,1955.331461
677,15.78,1.09,2.34,41.26,0.89,1.53,59.6021,17.0627,2667.57756
678,15.69,1.39,3.04,54.42,0.43,1.66,47.2677,39.3037,2926.914549
679,14.84,1.46,3.18,20.53,1.55,2.24,35.1754,61.9247,404.4793749
680,13.76,1.27,3.34,77.22,0.14,2.11,65.2717,31.2229,417.038603
681,11.31,0.99,3.52,39.01,0.26,1.74,42.4124,37.2553,1214.260306
682,11.3,1.01,3.31,62.95,0.32,1.87,29.6242,40.0571,1093.176293
683,16.5,1.65,3.62,46.19,0.63,2.04,33.3591,40.5204,3398.913258
684,15.8,1.62,2.4,58.3,1.15,2.01,38.8827,54.1195,2813.268159
685,10.27,0.83,3.83,82.07,0.75,2.62,40.5866,17.6761,135.439622
686,18.44,2.07,3.03,55.3,1.1,2.04,36.1359,56.6868,4548.340898
687,10.63,0.9,2.66,41.15,1.1,2.0,50.9523,21.9271,1283.986441
688,16.54,1.53,2.59,33.36,0.55,1.35,-10.0,54.8335,1856.934036
689,16.46,1.39,3.33,47.48,1.46,2.4,43.7948,34.3794,3623.788155
690,17.86,1.8,2.78,45.33,1.3,1.91,20.0964,52.8518,4272.150645
691,16.93,1.79,3.46,35.32,1.6,2.47,40.4608,23.8575,2454.972196
692,11.21,0.75,4.49,54.1,0.1,2.25,44.4082,43.0789,1489.925185
693,15.33,1.27,3.35,37.27,1.12,2.04,13.3608,69.5668,2102.009351
694,16.4,1.48,2.91,27.17,1.07,1.87,53.2622,21.7265,1080.264714
695,9.24,1.28,4.52,20.91,0.86,2.58,57.8016,35.6665,180.9656452
696,22.5,2.56,2.62,33.25,1.5,1.91,35.1266,35.0859,4756.782918
697,20.42,2.02,1.52,38.21,1.86,1.67,13.2959,53.6053,4934.098069
698,12.83,1.28,3.16,64.39,0.4,1.95,36.2182,41.5151,1259.609626
699,10.54,0.97,3.23,54.86,0.33,1.69,40.7686,33.3161,1363.540281
700,15.33,1.12,2.56,38.38,1.1,1.73,21.8753,51.2224,2222.537458
701,15.51,1.11,3.09,66.09,1.5,2.5,45.7141,56.0435,1768.565608
702,13.48,1.03,2.48,26.23,1.1,1.47,42.4836,37.2217,637.1935933
703,13.41,1.13,4.12,46.12,0.62,2.5,43.3107,46.0389,2146.502216
704,14.87,1.39,3.7,67.69,0.91,2.62,32.9385,29.5388,1376.714964
705,19.73,1.85,2.5,41.01,1.62,1.93,43.0502,29.3681,5001.827865
706,9.85,0.67,2.32,46.08,1.06,1.87,46.7614,42.3576,1314.320565
707,16.99,1.96,2.86,21.86,0.88,1.63,81.7255,40.2372,633.2486035
708,14.06,1.06,2.53,3.03,0.41,1.03,68.7318,33.5,15.47356176
709,15.69,1.63,3.21,45.22,1.46,2.5,51.3411,32.9,3147.193012
710,17.12,1.49,2.36,45.12,1.55,2.13,45.5971,38.0339,3864.080623
711,16.79,1.57,2.82,20.46,1.18,1.83,41.1205,27.1038,517.0209308
712,24.65,2.34,1.33,46.77,2.23,1.78,36.4282,47.2953,12568.64413
713,20.15,1.94,3.05,44.65,1.31,2.39,29.7031,52.4273,5861.461184
714,16.16,1.77,3.23,41.04,1.13,2.21,78.2388,22.0955,2895.97414
715,10.96,1.19,3.03,63.11,0.35,1.81,34.8138,37.1148,1038.323291
716,14.21,1.33,2.84,85.7,0.86,2.27,65.8238,33.6204,138.4467572
717,16.48,1.52,2.87,60.62,1.76,2.26,44.8169,33.9469,2922.820756
718,13.38,0.96,2.52,35.86,1.24,1.72,45.269,37.4945,1457.243162
719,19.64,1.9,2.36,38.95,2.56,2.57,33.9919,63.1001,4806.867083
720,21.91,1.98,1.83,56.0,1.71,1.76,49.4309,34.2289,7632.834153
721,14.78,1.28,2.77,21.9,1.04,1.71,43.9552,35.0323,460.1922336
722,18.31,1.74,1.51,25.29,1.87,1.52,33.8109,35.6908,1233.958231
723,12.98,0.99,2.27,41.88,0.48,1.39,-10.0,64.9419,1773.40786
724,12.38,0.74,2.72,42.53,0.37,1.42,44.1271,36.7433,1640.81971
725,10.4,1.13,4.13,61.84,-0.13,1.9,34.0263,35.5971,995.3459424
726,12.06,1.59,4.47,57.01,0.14,2.25,26.887,57.8026,1604.738573
727,5.79,0.76,4.06,56.46,-0.2,1.9,42.3105,53.3873,635.2274416
728,11.42,0.66,3.62,43.47,0.58,2.22,34.6885,35.8548,1492.041377
729,14.44,1.34,2.71,47.05,0.45,1.57,53.8526,16.4862,2508.197103
730,16.93,1.38,3.09,66.21,1.4,2.37,42.5967,49.1663,2146.206216
731,16.41,1.54,3.45,66.1,0.92,2.32,38.8643,33.5512,1949.353997
732,10.66,0.58,3.59,62.84,0.5,2.03,12.0183,57.6998,1004.284169
733,12.78,1.4,3.2,66.97,0.39,1.8,40.6537,20.0702,1043.151258
734,17.89,1.79,1.92,40.03,1.93,1.88,67.3548,39.3518,3757.18768
735,13.08,1.31,3.39,69.33,0.98,2.63,7.9893,39.092,930.6035163
736,16.86,1.48,2.58,37.37,1.53,2.11,42.7128,46.3582,2723.947629
737,14.13,1.55,3.21,42.15,0.87,1.94,71.7967,29.0139,2206.5948
738,14.04,1.35,3.5,66.86,0.61,2.13,39.2411,30.7262,1276.287562
739,11.87,1.3,2.97,57.43,0.33,1.79,43.7365,34.6219,1547.76815
740,14.58,1.26,3.1,36.59,0.54,1.95,41.2689,46.4191,1739.723208
741,12.24,0.75,2.24,86.8,0.96,1.74,20.5546,47.8648,86.33067385
742,15.97,1.66,2.89,43.48,0.91,1.82,34.0106,47.9404,3013.289035
743,16.89,1.44,2.56,54.08,1.51,2.1,44.8579,58.0642,3783.041918
744,9.92,0.87,3.77,63.4,0.55,2.14,37.4307,25.2569,884.3285448
745,17.56,1.84,2.48,44.52,1.54,2.14,35.3653,57.7943,4094.78335
746,15.44,1.48,2.82,67.01,0.61,1.79,36.4235,42.2953,1546.955653
747,16.36,1.5,2.41,34.11,1.41,1.85,55.4511,25.6043,2035.24501
748,12.04,1.25,3.29,41.66,0.6,1.75,46.7812,24.3234,1562.800808
749,15.32,1.36,2.95,58.66,1.18,2.17,41.8785,37.4513,2577.297297
750,11.55,1.18,3.18,51.68,0.24,1.85,41.2994,48.7617,1650.452703
751,12.89,0.95,2.83,70.55,0.78,2.03,24.3795,44.1917,791.0599209
752,12.96,0.97,3.85,77.47,0.9,2.65,37.4826,55.9926,376.9012593
753,12.01,0.91,2.45,69.54,0.79,1.78,31.7581,28.3729,765.4898682
754,23.22,1.94,2.17,29.74,2.01,2.17,36.3482,41.1573,3989.813126
755,16.82,1.18,2.06,28.32,1.76,1.93,54.0742,22.5501,1342.716554
756,17.7,1.9,3.24,44.06,1.56,2.32,-5.7907,59.6631,4134.852245
757,10.13,1.05,4.0,59.83,0.46,2.27,87.0506,32.4012,1099.803466
758,13.43,0.97,3.11,58.95,1.37,2.26,35.8014,37.2619,1948.989713
759,15.22,1.36,3.3,49.75,1.21,2.32,87.7354,-2.7495,3022.746528
760,16.2,1.87,3.34,55.97,1.2,2.25,89.1169,24.7986,3250.859587
761,14.64,1.12,2.81,66.78,1.32,2.19,8.6438,55.342,1461.996368
762,12.81,1.43,3.34,53.75,0.33,1.74,37.0532,45.0743,1950.978327
763,14.92,1.49,3.04,55.51,0.81,1.92,50.7659,48.5898,2634.35545
764,16.69,1.55,3.57,38.17,0.65,2.15,55.5242,23.856,2614.977036
765,14.78,1.63,3.61,60.05,0.87,2.21,36.6142,47.9872,2216.070736
766,15.81,1.21,3.18,46.15,1.48,2.38,-5.1221,67.7178,3224.536895
767,12.11,0.79,2.55,62.09,0.56,1.69,41.5365,21.6763,1302.772634
768,12.65,1.55,2.77,27.03,1.1,1.74,28.8927,47.0841,625.4879
769,13.61,0.9,2.69,55.54,1.53,2.17,41.5563,34.4135,2260.512088
770,12.99,1.09,4.61,54.67,0.26,2.6,6.2079,51.012,1940.539108
771,18.77,1.97,3.24,57.19,1.85,2.59,38.8271,43.8873,4747.826665
772,12.22,1.02,3.67,56.59,0.43,1.97,-7.7876,51.8534,1671.119687
773,15.32,1.51,3.95,50.51,0.26,2.11,46.4007,31.0027,2873.803986
774,12.31,1.29,2.95,81.97,0.48,2.21,47.3282,37.7766,182.5827247
775,12.68,1.76,3.11,78.63,0.48,1.91,36.1081,30.4897,310.1048096
776,14.0,1.44,3.18,28.62,0.83,1.76,17.3921,37.0545,871.2105678
777,21.67,1.9,2.55,61.78,2.01,2.34,29.8743,50.3377,5948.440128
778,12.08,1.11,3.51,49.13,0.62,2.01,51.5863,24.4568,1834.182112
779,13.12,1.32,3.64,52.05,0.74,1.97,32.8493,49.1659,2141.280021
780,13.67,1.27,3.58,57.42,0.23,2.06,60.5793,37.4232,1985.924644
781,14.56,1.4,2.66,40.56,1.3,1.77,38.3275,23.3273,2259.287013
782,16.38,1.86,3.01,49.55,1.06,1.99,43.57,31.9749,3578.063124
783,14.36,1.42,2.51,71.95,1.36,2.11,40.1226,51.8982,899.2347624
784,15.49,1.21,3.19,38.37,0.97,2.06,52.5891,25.7821,2255.936649
785,16.63,1.28,2.9,55.67,1.53,2.28,41.7851,34.7312,3508.173332
786,23.31,2.27,2.72,17.93,2.04,2.19,78.3786,31.1881,996.6134001
787,13.12,1.0,2.97,59.58,1.03,2.19,40.5784,47.6315,1774.155302
788,12.87,1.1,3.3,51.38,0.64,1.94,44.8756,35.7782,2050.862756
789,12.87,1.09,3.08,66.3,0.7,1.91,59.2716,27.2798,1126.61335
790,15.91,1.32,2.22,50.17,1.85,2.04,67.9845,44.4291,3484.565113
791,12.11,1.16,3.69,47.38,0.83,2.3,38.744,57.8286,1846.068147
792,14.28,1.28,3.71,61.42,0.89,2.36,18.7038,57.2422,1912.928959
793,11.0,0.78,3.0,55.27,1.34,2.15,42.0249,40.1445,1540.18872
794,16.28,1.38,2.52,61.78,0.77,1.57,40.3376,31.7992,2481.180222
795,12.53,0.92,2.94,38.53,0.54,1.5,42.7349,30.7384,1434.423858
796,13.94,1.07,3.05,31.66,1.33,1.99,8.8836,56.1159,1167.493538
797,10.14,1.06,3.63,57.88,0.25,2.0,57.774,37.9631,1174.83094
798,12.02,1.06,3.09,43.69,0.28,1.43,64.9652,45.2782,1621.857161
799,7.71,0.67,2.89,51.53,1.55,2.32,41.7322,45.8982,1032.497867
800,12.08,1.07,2.8,81.4,1.16,2.31,-1.538,39.5075,200.0631795
801,12.38,1.26,3.22,46.17,0.89,1.88,37.003,51.5684,1898.785234
802,14.02,0.95,4.01,72.8,0.89,2.72,42.0086,29.3164,749.5051435
803,17.67,1.91,2.63,39.81,1.08,1.88,15.5407,44.721,3404.719728
804,17.52,1.52,3.18,10.94,1.51,1.9,58.8848,35.8923,131.786515
805,14.53,1.57,2.69,53.6,0.94,1.67,13.0009,69.4064,2623.894296
806,13.49,1.28,2.93,63.71,0.8,1.85,40.2349,71.017,1488.15838
807,11.58,1.11,3.25,53.0,0.69,1.93,32.8763,48.5605,1683.695074
808,12.52,1.0,2.43,65.77,0.95,1.98,34.0435,40.2528,1129.82052
809,13.25,1.37,3.71,66.2,1.14,2.65,44.2716,43.85,1246.280433
810,15.04,1.48,2.22,61.11,1.08,1.77,35.5137,50.4467,2209.802557
811,16.19,1.84,2.29,49.1,1.53,1.86,44.2883,35.2924,3592.43766
812,16.82,1.69,2.8,66.65,1.17,1.98,42.5752,57.0508,2028.709213
813,17.39,1.6,2.55,56.43,1.87,2.19,36.4897,43.5293,3957.762467
814,13.83,1.66,2.51,66.22,0.18,1.64,33.4777,47.2603,1273.735181
815,11.34,1.0,3.43,58.03,0.57,2.15,44.1127,45.2198,1417.906718
816,19.55,2.13,3.08,35.49,1.34,1.95,16.265,52.5231,3578.753844
817,15.58,1.3,2.53,29.43,1.35,1.88,30.8453,51.5935,1221.039098
818,14.73,1.61,3.03,67.42,0.9,1.98,33.5102,36.0989,1386.491327
819,12.47,0.93,3.54,48.82,0.9,2.54,41.6563,33.8373,1964.548483
820,18.08,1.74,2.38,53.56,1.26,2.09,45.4939,27.0756,4481.149974
821,16.32,1.4,2.41,46.78,1.21,1.72,47.3768,41.8131,3457.771358
822,12.62,0.87,2.38,15.68,1.0,1.48,49.2786,44.5418,137.1866863
823,10.03,0.63,3.29,37.74,0.38,1.7,26.3285,49.3627,942.3652433
824,18.66,1.68,1.39,53.35,1.77,1.71,6.2954,68.5415,5058.155603
825,7.27,0.7,3.41,54.56,-0.04,1.68,48.3416,37.0245,831.6158193
826,15.78,1.61,2.55,52.64,1.37,2.04,21.529,53.1523,3283.096774
827,15.73,1.86,3.74,31.9,1.1,2.15,46.3883,26.8471,1547.412398
828,12.38,0.78,4.09,31.4,0.72,2.07,42.9416,35.0994,866.8073955
829,12.89,0.88,2.9,51.24,0.81,1.97,54.8275,41.7657,2068.876855
830,18.48,1.78,2.85,46.89,1.45,2.45,22.361,54.6647,4850.083875
831,14.74,1.13,2.45,36.86,0.92,1.59,-2.3116,51.8694,1849.893328
832,12.55,1.17,3.43,56.93,0.79,2.27,50.2063,35.7118,1785.970797
833,13.58,0.87,2.95,52.16,1.13,2.2,9.4468,35.5149,2319.974657
834,11.76,1.08,4.18,61.21,0.43,2.45,34.9874,38.1841,1297.605529
835,11.98,1.3,3.17,27.12,0.54,1.69,4.8335,61.2121,547.3130211
836,13.56,1.14,3.59,42.96,0.48,1.93,-10.0,63.2521,2009.450069
837,16.55,1.74,2.28,63.39,1.33,1.96,33.8152,47.1713,2472.473868
838,15.22,1.3,3.52,42.24,1.14,2.26,12.4441,50.1423,2614.571992
839,14.54,1.3,2.04,66.27,0.87,1.64,42.5249,39.1869,1457.830305
840,14.37,1.78,2.98,47.62,0.97,1.87,60.8363,26.1041,2630.938995
841,15.4,1.36,2.86,46.29,1.01,1.99,18.4897,54.5169,2960.352018
842,10.14,1.33,4.26,61.89,-0.19,1.97,59.3682,37.4309,958.140151
843,11.09,0.94,3.16,29.62,0.83,1.96,44.577,43.3182,623.7384181
844,18.37,1.78,2.56,44.22,2.07,2.34,37.6714,35.5547,4728.563021
845,14.71,1.47,2.39,26.33,0.66,1.15,30.4336,21.8148,752.9381575
846,9.29,0.51,2.82,63.86,0.3,1.6,35.3774,52.5894,763.3508789
847,11.85,1.24,3.26,24.76,0.08,1.38,23.9875,40.816,400.3003704
848,18.59,1.63,2.91,49.2,1.0,1.9,35.0473,33.1057,4848.47219
849,18.18,1.48,3.27,45.48,1.24,2.25,25.5807,51.9815,4427.294837
850,18.72,1.75,2.57,44.74,1.59,1.96,42.5722,35.1796,4859.778766
851,20.96,2.22,2.45,33.84,1.53,1.84,38.8711,50.9945,3962.921984
852,15.31,1.21,2.76,55.2,0.8,1.97,44.0675,44.7464,2785.475979
853,11.98,1.01,4.63,60.31,0.76,2.87,37.1155,47.8453,1429.695935
854,18.16,1.96,2.12,41.55,1.97,1.97,32.6181,28.9241,4196.893018
855,13.61,1.26,2.75,55.04,0.76,1.74,13.1672,61.5109,2187.977203
856,13.67,1.14,2.89,28.69,0.62,1.73,37.2318,43.5814,817.0853649
857,15.21,1.41,3.11,32.37,0.78,1.81,47.8961,33.5436,1440.896413
858,16.1,1.18,2.16,26.77,1.09,1.29,29.3805,45.1507,984.8282289
859,13.0,1.54,3.1,64.54,0.2,1.71,33.6956,24.4442,1270.79939
860,18.32,1.74,3.1,57.18,1.3,2.48,30.4061,47.4444,4258.855882
861,14.96,0.77,2.25,34.65,1.07,1.67,84.2732,14.2107,1653.691037
862,18.21,1.74,3.34,51.06,1.12,2.28,37.4086,27.3803,4641.893149
863,15.07,1.69,3.04,39.39,1.07,2.17,38.4487,25.3194,2287.470387
864,17.75,1.54,2.72,59.32,1.67,2.35,6.7034,62.7807,3694.376324
865,15.77,1.95,4.1,44.54,0.04,1.97,51.1066,29.8201,2856.58501
866,14.19,1.19,2.69,28.7,1.22,1.83,1.0474,68.9707,921.3967692
867,13.8,1.19,3.15,46.08,1.28,2.07,34.8781,36.4347,2383.252298
868,14.84,1.38,3.43,48.8,1.04,2.11,67.5825,13.2725,2820.948029
869,12.54,1.25,3.59,58.03,0.47,2.03,36.135,30.1875,1681.595435
870,10.13,0.87,3.49,63.79,0.16,1.93,72.4681,40.9943,865.274178
871,14.17,1.37,2.92,59.3,0.91,1.91,36.2576,39.7509,2089.396476
872,14.85,1.61,3.63,44.93,0.72,2.05,43.4313,33.3162,2629.226816
873,16.62,1.53,2.31,31.41,1.1,1.54,41.6136,41.0354,1672.500696
874,17.85,1.76,2.96,59.16,0.48,1.74,39.8209,45.0805,3488.654583
875,18.73,2.01,2.88,53.39,1.42,2.14,64.3139,42.6641,5029.047552
876,17.2,1.85,2.26,48.84,1.47,1.9,37.6526,55.3066,4131.95598
877,10.49,0.48,3.77,52.31,0.46,2.37,14.6974,45.2582,1403.229919
878,13.53,1.51,2.31,67.51,0.8,1.67,43.4098,25.5461,1148.659784
879,18.04,1.36,2.47,57.53,1.15,2.01,25.0125,41.111,3953.126607
880,14.97,1.01,2.87,54.85,1.17,2.2,39.8955,42.6394,2728.432245
881,16.18,1.39,3.04,41.4,1.22,2.01,43.4303,29.1618,2934.090489
882,15.07,1.22,3.39,56.7,0.38,1.88,42.0203,29.7214,2504.126182
883,13.69,1.35,3.51,69.53,0.6,2.04,31.9626,46.251,972.9957386
884,10.15,0.54,2.97,40.51,0.59,1.76,35.4531,41.1049,1114.45748
885,13.45,0.92,3.25,58.3,1.04,2.33,3.0086,53.275,1954.785696
886,15.94,1.34,3.81,37.13,1.36,2.43,42.5663,31.5168,2317.315601
887,14.88,1.57,3.3,63.31,0.95,2.03,67.9584,27.9105,1896.132878
888,11.12,0.63,3.09,58.97,0.52,1.85,58.0141,24.4527,1304.752863
889,13.5,0.98,3.94,36.68,1.17,2.6,33.7713,51.082,1552.865491
890,13.72,1.39,3.41,40.24,0.84,2.18,38.2864,50.9522,1911.658757
891,7.38,0.63,2.54,42.24,0.38,1.28,42.6608,20.6069,793.9068762
892,20.21,2.12,2.5,23.78,1.47,1.82,41.5077,30.1772,1334.070277
893,10.69,0.98,3.49,84.33,0.39,1.97,60.7584,17.7693,99.83486495
894,15.75,1.28,2.82,70.68,0.95,2.04,52.9415,28.9702,1200.970398
895,17.96,1.45,2.87,49.41,0.92,2.01,75.0582,26.8953,4388.297229
896,16.95,1.42,2.3,61.43,1.47,2.05,37.6403,26.3294,2931.474727
897,19.73,2.06,2.63,49.91,1.59,2.11,39.3087,31.0234,6031.878091
898,11.91,1.5,2.27,47.38,0.84,1.57,50.7737,26.1896,1814.325935
899,15.53,1.69,2.64,64.49,1.55,2.1,39.4263,42.2735,2021.05513
900,14.44,1.07,2.34,68.76,0.98,1.97,49.9784,37.201,1179.69975
901,13.37,1.54,3.04,52.23,0.86,1.72,31.4328,35.7811,2247.460706
902,10.5,1.17,3.69,61.09,0.45,2.17,36.391,43.0314,1095.672507
903,18.9,1.52,2.65,18.63,1.06,1.54,44.8432,32.8381,536.3979869
904,17.89,1.44,1.86,34.13,1.75,1.62,37.4912,38.1615,2593.317461
905,15.32,1.31,3.29,55.99,1.35,2.42,38.989,57.0884,2849.555535
906,13.48,0.96,2.93,55.3,0.5,1.7,28.0586,57.5841,2079.097093
907,17.17,1.34,2.35,38.08,1.43,1.97,36.5014,28.2287,2930.73659
908,20.86,1.84,2.53,40.57,2.08,2.43,-10.0,65.7973,5953.509396
909,15.19,1.62,3.11,57.97,1.15,2.16,36.4008,49.3737,2609.063195
910,14.95,1.19,2.69,75.73,0.58,1.8,-0.8513,42.8153,608.5049452
911,12.1,1.63,3.97,63.24,0.38,1.93,18.7539,55.6239,1231.648572
912,18.24,1.46,2.85,44.53,1.39,2.06,32.0279,58.1696,4412.783711
913,19.86,1.92,2.77,45.44,1.33,2.08,69.1946,18.5565,5730.401418
914,19.54,1.78,3.23,37.4,0.82,1.8,41.6438,30.2497,3838.755438
915,18.37,1.6,2.45,42.26,1.4,2.06,30.9758,53.3351,4222.117262
916,12.89,1.45,4.09,66.21,0.81,2.77,43.257,41.575,1158.146044
917,15.2,1.25,3.2,42.63,1.52,2.23,38.1392,46.1661,2713.041014
918,12.23,0.87,3.02,40.67,1.02,1.84,42.4596,42.545,1571.246492
919,17.88,1.72,3.2,49.61,1.23,2.37,43.2269,42.7776,4471.658237
920,15.79,1.44,3.01,63.24,0.48,2.07,37.8968,27.4714,2089.208282
921,12.38,0.91,2.63,33.48,1.17,1.73,21.91,56.8047,1062.835861
922,18.98,2.28,2.69,46.4,1.11,1.67,26.506,56.4188,5114.831505
923,13.76,1.35,3.46,52.36,0.5,1.89,35.855,39.1568,2302.666403
924,23.55,2.11,1.28,14.24,2.18,1.24,37.6829,40.3762,585.5575108
925,14.86,1.36,2.64,60.5,1.33,1.95,76.0392,12.0752,2250.595712
926,16.43,1.79,2.62,35.5,1.13,1.72,42.0639,44.4202,2237.994441
927,15.86,1.08,2.74,51.49,1.62,2.15,20.6553,52.4912,3365.008352
928,12.98,1.66,3.25,60.51,0.93,1.98,47.6156,36.7126,1686.087807
929,17.21,1.53,2.79,20.12,1.52,1.93,37.9939,51.9457,536.3312909
930,15.34,1.12,2.11,50.65,1.17,1.71,38.3931,37.2217,3042.027066
931,17.57,1.49,2.3,44.57,1.46,1.98,39.3493,45.8738,4038.091299
932,10.74,0.54,3.33,62.94,0.31,1.89,40.0512,29.7854,995.2862778
933,18.79,1.5,3.57,35.74,0.93,2.3,38.2459,40.3784,3113.096098
934,12.83,0.99,3.67,17.2,0.61,2.01,47.6902,35.5649,174.1636823
935,15.35,1.54,3.07,26.63,1.53,2.05,47.695,39.5598,908.441964
936,14.88,1.64,3.47,51.29,0.38,1.77,42.8557,35.3052,2725.627772
937,14.69,1.29,2.39,62.93,1.04,1.93,34.019,40.7786,1883.85096
938,7.77,0.39,2.8,40.24,0.37,1.43,45.8972,46.1965,768.4888126
939,15.87,1.92,3.2,32.82,0.58,1.64,17.3627,43.5554,1642.147875
940,18.75,1.64,1.45,58.05,1.37,1.55,37.4653,24.8214,4400.552244
941,15.63,1.54,2.85,40.83,0.84,1.7,40.752,57.2326,2587.320835
942,18.06,2.08,2.6,56.29,1.64,2.18,39.8264,53.8753,4361.597078
943,12.05,0.86,3.21,42.36,0.5,1.77,63.1544,18.9733,1576.647972
944,14.44,1.51,2.81,65.32,1.16,1.93,35.4004,48.5069,1583.322847
945,16.69,1.62,3.44,36.22,1.48,2.52,37.9876,35.6746,2482.954015
946,15.8,1.0,3.29,42.13,0.43,1.97,88.1186,25.7934,2668.11441
947,16.84,1.63,3.16,60.43,1.6,2.6,83.8068,27.6099,3079.128701
948,13.46,1.52,3.04,56.59,0.1,1.53,-1.7351,52.2632,1975.398611
949,14.63,1.96,3.02,21.47,1.26,1.79,65.3593,23.2866,441.3944238
950,12.2,1.07,3.36,28.87,0.82,1.69,84.9961,17.3459,681.7715215
951,10.5,0.94,3.11,54.54,0.45,1.82,43.1696,29.7287,1375.952266
952,18.68,1.82,2.5,43.35,1.66,1.87,85.5651,15.734,4688.543288
953,16.88,1.89,2.45,65.82,0.63,1.5,45.8158,37.2927,2107.131598
954,15.42,1.4,2.8,18.98,1.5,1.93,37.3487,33.7704,352.6590755
955,13.01,1.28,2.38,50.41,0.48,1.55,35.3109,48.4617,2088.65047
956,17.92,1.68,2.3,57.84,1.33,1.92,-2.5646,69.7701,3931.429401
957,15.97,1.16,2.63,52.55,1.41,2.09,36.5999,35.3895,3341.46207
958,13.32,1.16,2.45,57.86,1.05,1.74,5.1058,54.607,1966.128608
959,18.1,2.26,3.34,56.09,1.02,2.15,29.186,48.7817,4238.076628
960,16.21,1.39,2.77,59.83,1.21,2.32,46.5732,42.4194,2794.051735
961,18.0,1.72,1.71,28.46,1.74,1.49,-1.3013,55.215,1633.18461
962,17.86,1.94,2.5,26.22,0.28,0.93,40.9167,47.106,1152.333122
963,11.6,0.55,2.18,53.54,0.6,1.5,25.0712,50.0476,1638.342799
964,17.98,1.45,2.94,25.17,0.9,1.86,41.185,27.2086,1074.790902
965,16.61,1.25,1.83,60.13,1.54,1.86,12.9734,58.1509,2974.180021
966,19.06,2.25,3.2,55.53,1.57,2.39,40.7468,48.6115,5132.133582
967,12.83,1.27,3.15,29.87,1.09,2.09,-3.2163,47.4928,841.7096278
968,18.96,1.76,2.17,29.28,1.58,1.95,36.4078,41.6367,2009.483936
969,11.71,0.63,4.01,44.03,0.04,1.84,17.4215,54.7358,1520.192211
970,11.91,1.69,3.83,28.94,0.38,1.78,40.291,37.805,650.1988476
971,17.44,1.74,3.44,57.33,1.33,2.38,90.0,33.2298,3742.09038
972,10.95,0.8,3.67,47.06,0.12,1.93,57.825,57.4,1466.627778
973,12.94,0.97,2.88,38.29,1.25,1.94,34.245,34.1544,1581.271103
974,15.72,1.33,2.51,35.09,1.42,1.95,41.7892,25.5633,1982.058606
975,14.02,1.5,3.01,62.59,1.04,2.16,58.7847,36.4635,1757.675482
976,14.49,1.58,3.0,22.54,1.08,1.99,42.7355,46.2582,484.5175293
977,11.8,1.07,3.64,35.35,0.35,1.76,50.3359,34.0738,1059.672113
978,19.29,1.61,2.82,58.56,1.23,1.97,40.3482,54.4107,4609.512101
979,7.22,0.35,3.6,63.09,-0.03,1.67,31.2063,29.6917,579.6243701
980,15.7,1.1,3.41,46.86,0.14,1.93,44.8777,45.222,2907.919597
981,14.48,1.34,3.56,47.44,0.67,2.11,90.0,16.4414,2576.102155
982,9.88,1.0,3.64,55.19,0.52,2.16,65.1573,48.3887,1248.129938
983,18.8,1.8,3.23,74.07,1.66,2.54,42.5689,59.026,1401.211709
984,18.07,1.33,2.89,28.67,1.52,2.1,47.3997,29.7435,1640.769905
985,15.68,1.68,3.77,57.85,0.72,2.35,47.2064,31.9822,2733.704192
986,15.28,1.25,2.29,34.78,1.28,1.61,67.0195,39.139,1798.975721
987,10.88,1.2,4.09,55.09,0.81,2.4,54.265,31.136,1482.876885
988,16.14,1.62,3.16,38.03,0.97,2.05,45.1922,37.7286,2460.098447
989,16.12,1.41,2.42,35.84,1.48,1.84,46.7895,37.8776,2219.56275
990,13.52,1.35,3.45,31.57,1.51,2.22,52.7505,16.3406,1113.605137
991,6.55,0.12,4.13,56.69,0.28,2.1,45.793,37.8341,714.453061
992,20.37,1.9,2.37,37.76,1.4,1.99,0.251,47.0149,4612.097972
993,12.92,1.36,3.68,71.4,0.11,1.91,43.9354,33.6914,705.6635532
994,17.13,1.79,2.88,51.45,1.77,2.28,-0.6886,68.6773,4165.407602
995,11.95,1.14,2.97,67.18,0.8,2.06,2.887,40.4245,931.610877
996,17.99,2.29,3.38,44.32,0.98,2.08,2.9515,61.099,4211.527806
997,12.12,0.82,3.52,57.07,-0.04,1.73,31.2122,40.2861,1560.333735
998,15.55,1.5,2.48,58.25,1.89,2.35,46.3346,34.9853,2858.180459
